organisation,year,vendor_country,vendor_name,amount,description,country_code,Type,Period
NATO,2014,Germany,VALLON GMBH,1141140.0,MINE DETECTING SET,DEU,Orders Awarded,Q3Q4
NATO,2014,Germany,WEILER WERKZEUGMASCHINEN GMBH,122084.69,LATHE,DEU,Orders Awarded,Q3Q4
NATO,2014,Greece,CHEMO HELLAS SA,1081290.0,SPECIAL TYPE G48,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,COSTAS SIAMIDIS SA,514710.0,PROVISIONS OF UNIFORMS,GRC,Orders Awarded,Q3Q4
NATO,2014,Greece,CYCLON HELLAS SA,1162309.61,SAE 80W90 GEAR LUBRICATING OIL,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,INTRACOM DEFENSE ELECTRONIC SYSTEMS,620269.44,CIRCUIT CARD ASSEMBLY,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,INTRACOM DEFENSE ELECTRONIC SYSTEMS,678300.0,POWER CABLE KIT,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,KANK SA,150573.29,MANUAL PALETTE JACK  CAPACITY 1-2 TON,GRC,Orders Awarded,Q3Q4
NATO,2014,Greece,MIETSEL SA,172974.48,SPARE PARTS KIT FOR DISK DRIVE,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,PLAN AERO SA,305634.0,VALVE ASSY,GRC,Orders Awarded,Q1Q2
NATO,2014,Greece,SIELMAN SA,134163.75,MAIN BEARING REPLACEMENT,GRC,Orders Awarded,Q3Q4
NATO,2014,Greece,SIELMAN SA,156408.0,CABLE AND CONDUIT ASSEMBLY ELECTRICAL,GRC,Orders Awarded,Q3Q4
NATO,2014,Greece,SIELMAN SA,226632.0,CIRCUIT CARD ASSEMBLY,GRC,Orders Awarded,Q3Q4
NATO,2014,Greece,SIELMAN SA,1729000.0,HAWK DEPOT LEVEL MAINTENANCE,GRC,Outline Agreement,Q1Q2
NATO,2014,Greece,SIELMAN SA,2859500.0,HAWK DEPOT LEVEL MAINTENANCE,GRC,Outline Agreement,Q1Q2
NATO,2014,Greece,SYSTEMS SUNLIGHT SA,319200.0,PROCUREMENT OF BATTERIES FOR SPIKE,GRC,Outline Agreement,Q3Q4
NATO,2014,Hungary,ATCO FRONTEC,1219711.08,FIRE PROTECTION SERVICE CNS - 2015,HUN,Outline Agreement,Q3Q4
NATO,2014,Hungary,EPTI ARCHITECTURAL AND ENGINEERING,243814.27,PAPA AATCT A&E - PRELIMINARY DESIGN,HUN,Orders Awarded,Q3Q4
NATO,2014,Hungary,KESZ KOZEP EUROPAI EPITO ES,34309841.09,SAC HANGAR PH2 EXTERNAL WORKS,HUN,Orders Awarded,Q3Q4
NATO,2014,Hungary,MAGYAR TELEKOM TAVKOZLESI NYRT,120886.36,MOBILE VOICE AND DATA SERVICES,HUN,Orders Awarded,Q1Q2
NATO,2014,Hungary,MARKET EPITO ZRT,188560.75,SAC HANGAR COMPLEX SITE PREP. (PH1),HUN,Orders Awarded,Q3Q4
NATO,2014,Hungary,MARKET EPITO ZRT,293844.88,SAC HANGAR COMPLEX SITE PREPARATION,HUN,Orders Awarded,Q1Q2
NATO,2014,Hungary,MILIPOL KFT,731500.0,UZB BXP MHE PROVISION,HUN,Orders Awarded,Q1Q2
NATO,2014,Hungary,STRABAG-MML KFT,760190.76,SECURITY FENCE PH1 - CONSTRUCTION,HUN,Orders Awarded,Q3Q4
NATO,2014,Israel,ELBIT SYSTEMS,419854.4,CIRCUIT CARD ASSEMBLY,ISR,Orders Awarded,Q1Q2
NATO,2014,Israel,ELBIT SYSTEMS,527531.2,TRIPOD,ISR,Orders Awarded,Q1Q2
NATO,2014,Israel,RAFAEL ADVANCED DEFENSE SYSTEMS LTD,5922604.38,SPIKE EILM SUPPORT CAPABILITY FOR POLAND,ISR,Outline Agreement,Q1Q2
NATO,2014,Israel,THERMAL BEACON LTD,344310.4,SEGNALATORE TERMICO,ISR,Orders Awarded,Q3Q4
NATO,2014,Italy,AGEOTEC SRL,305301.5,REMOTELY OPERATED VEHICLE PERSEO,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,AGILENT TECHNOLOGIES,165342.94,WARRANTY EXTENSION SUPPORT SERVICES,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,AGUSTAWESTLAND,121205.56,BOOT DUST AND MOISTURE SEAL,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,ALENIA AERMACCHI SPA,23547650.0,C27J NATIONAL TRAINING CENTER SUPPORT,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,ALFA IMPIANTI SRL,7980000.0,ANNUAL LOGISTICS SERVICES FOR GALATINA AFB,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,ALICO SPORT,2593500.0,SKI EQUIPMENT,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,ARIS SPA,211470.0,MOBILE LIGHTNING EQUIPMENT,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,BAI BRESCIA ANTINCENDI,324520.0,TRUCK FIRE FIGHTING,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,CATAPANO SRL,543344.9,PROTECTION KIT FOR FIRE-FIGHTER TG.S,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,CHEMIPUL ITALIANA,438900.0,MONTHLY MAINTENANCE ON SOC GREEN AREAS,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,CO.FER.MET. SRL,465589.11,DEMILITARIZATION AND DISPOSAL,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,CRISTANINI SPA,265988.03,STATION DECONTAMINA,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,CRISTANINI SPA,1110550.0,APPARATO PER DECONTAMINAZIONE,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,DAUNIA CAR SRL,1751479.66,DISPOSAL OF EXCESS ARMOURED VEHICLES,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,ECOSYSTEM SRL,863131.43,DISPOSITION OF EXCESS COMMERCIAL VEHICLE,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,ECOSYSTEM SRL,1426913.11,DISPOSAL OF 937 EXCESS VEHICULES,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,EUROTELECOMUNICAZIONI SRL,1503565.0,DIGITALIZATION OF MEDICAL RECORDS,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,FACET ITALIANA SPA,227315.62,REFUELLING POINT,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,FEDEGARI AUTOCLAVI SPA,122054.1,STERILIZER SURGICAL,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,G&G PARTNERS SRL,690482.8,MAIN TENT FOR PASSENGERS,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,G&G PARTNERS SRL,967318.31,MODULAR INTERCONNECTED TENT UNIT,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,G&G PARTNERS SRL,1088239.25,HANGAR DEFSHELL MUL,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,G&G PARTNERS SRL,2616342.75,TENT MODULE,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,GELBYSON SRL,512449.0,SYRINGE HYPODERMIC,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,GIPRON G. PRONZATI SRL,2593500.0,SKI EQUIPMENT,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,HEAD ITALIA SRL,140007.77,MODULE ASSY  VVA DRIVER,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,HEAD ITALIA SRL,239400.0,HI 2500 INSPECTION/REPAIR SERVICES,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,LOCATELLI CRANE SRL,369028.45,40 TONNES CRANE,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,LOCATELLI CRANE SRL,1886361.61,40 TONNES CRANE,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,LOGIC SPA,665000.0,QUADRANT  ENGINE CONDITION,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,METALLURGICA ABRUZZESE SPA,1346765.98,SECURITY FENCE,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,METALWAY SRL,3669865.01,PROVISION OF  BEDDING & LINEN,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,MUGNAIONI PIROTECNICA INDUSTRIALE,482258.0,SIGNAL SMOKE,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,OFFICINA AUTOELETTRICA GROSSETANA,602822.5,SISTEMA,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,OFFICINE FONDERIE PATRONE SPA,686280.0,CONTAINER,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,OMP ENGINEERING SRL,128079.0,ASSIEME LD3 AVIODIS,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,PIAGGIO ITALY,665000.0,SCOOTERS,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,POLLUTION SRL,345800.0,CBRN AIRBORNE IDENTIFICATION SYSTEM,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,RWM ITALIA SPA,1913976.4,AMMUNITION,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,SAIMA AVANDERO SPA,123576.95,MOVEMENT OF 92 EACH 20' CONTAINERS,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,SELEX ES SPA,165342.94,DEVELOPMENT OF SCAN TO SCAN CORRELATOR,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,SELEX ES SPA,1330000.0,SUPPORT SERVICES FOR RCMS @ M.TE LIMBARA,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,SELEX ES SPA,16039252.04,PRELIMINARY DESIGN REVIEW,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,SIEMENS SPA,171190.95,ULTRASOUND IMAGING EQUIPMENT,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,SIMAV SPA,252700.0,ON-SITE SERVICES,ITA,Outline Agreement,Q3Q4
NATO,2014,Italy,SIMMEL DIFESA SPA,2693250.0,SUPPLY OF AMMUNITION,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,SITTI SPA,1862000.0,IMPLEMENTATION OF HF RADIO NETWORKING,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,SPLENDOR SUD SRL,279300.0,REGULAR MONTHLY CLEANING  SOC BUILDINGS,ITA,Outline Agreement,Q1Q2
NATO,2014,Italy,TELECOMPONENTI SRL,243730.48,INSTALLATION,ITA,Orders Awarded,Q1Q2
NATO,2014,Italy,TELEGI SRL,224332.43,LIGHTING TOWER EQUIPMENT,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,TOSCANA ALLARMI SRL,122031.49,SERVER,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,VERAGON ITALIA SRL,212800.0,WATER PURIFICATION PLANT,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,VITROCISET SPA,159917.87,STINGER AMTS REPAIR,ITA,Orders Awarded,Q3Q4
NATO,2014,Italy,VITROCISET SPA,292600.0,AMRAAM I-MBTS  TMS  SPARES AND TRAINING,ITA,Orders Awarded,Q3Q4
NATO,2014,Luxembourg,BSB LUXEMBOURG SA,579281.5,SAP CONSULTANCY SERVICES,LUX,Orders Awarded,Q1Q2
NATO,2014,Luxembourg,COMPTOIR ELECTROTECHNIQUE,3524500.0,ACQUISITION  INSTALLATION AND MAINTENANCE OF APC/SCHNEIDER- ELECTRIC PRODUCTS,LUX,Outline Agreement,Q3Q4
NATO,2014,Luxembourg,DB SCHENKER LUXEMBURG GMBH,332500.0,TRANSPORT OF NE-3A OUTER WING (OW),LUX,Outline Agreement,Q3Q4
NATO,2014,Luxembourg,DB SCHENKER LUXEMBURG GMBH,11970000.0,EU FREIGHT FORWARDING SERVICES,LUX,Outline Agreement,Q3Q4
NATO,2014,Luxembourg,DELOITTE,26999000.0,SAP CONSULTANCY SERVICES,LUX,Outline Agreement,Q3Q4
NATO,2014,Luxembourg,DIMENSION DATA LUXEMBOURG,248522.47,PROVISIONING OF F5 NETWORKS PRODUCTS,LUX,Orders Awarded,Q3Q4
NATO,2014,Luxembourg,DIMENSION DATA LUXEMBOURG,2593500.0,CONSULTANCY SERVICES FOR CIS SECURITY PRODUCTS,LUX,Outline Agreement,Q3Q4
NATO,2014,Luxembourg,ELGON SA,2261000.0,OIS INFRASTRUCTURE CONSULTANCY SERVICES,LUX,Outline Agreement,Q1Q2
NATO,2014,Luxembourg,ESRI BELUX SA,321527.5,ARCGIS SOFTWARE LICENSE,LUX,Orders Awarded,Q1Q2
NATO,2014,Luxembourg,HEWLETT-PACKARD LUXEMBOURG SCA,240719.36,HP DATA PROTECTOR SUPPORT,LUX,Orders Awarded,Q3Q4
NATO,2014,Luxembourg,NG PARTNERS,199500.0,LEASE OF A PRODUCTION PRINT CENTER,LUX,Outline Agreement,Q1Q2
NATO,2014,Luxembourg,SAPRISTIC LUXEMBOURG,185911.39,SAP CONSULTANCY SERVICES NFH,LUX,Orders Awarded,Q3Q4
NATO,2014,Luxembourg,SOGETI LUXEMBOURG SA,13300000.0,MICROSOFT APPLICATIONS CONSULTANCY SERVICES,LUX,Outline Agreement,Q1Q2
NATO,2014,Netherlands,AEBI SCHMIDT NEDERLAND BV,384674.57,SNOW PLOUGH AND SAND SPREADER (W/MOUNT),NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,176029.49,DAMPENER FLUTTER,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,267381.87,WEIGHT BALANCE,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,356473.25,UNIVERSAL CONTROL L,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,377415.43,YOKE ASSY  TAIL,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,655938.71,WINDOW PANEL AIRCRAFT,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,BELL HELICOPTER SUPPLY CENTER BV,1011298.75,SPACER SLEEVE,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,COMPAREX NEDERLAND BV,536142.95,RENEWAL OF MCAFEE LICENCES,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,DAEDALUS AVIATION GROUP B.V,241691.59,SPINDLE HEAD ROTARY WING,NLD,Orders Awarded,Q1Q2
NATO,2014,Netherlands,HEXAGON METROLOGY BV,311857.07,THEODOLITE SURVEYING,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,HITEC POWER PROTECTION,1356600.0,OVERHAUL AND MAINTENANCE OF NO- BREAK SYSTEM,NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,IHC MERWEDE,222775.0,UPGRAD&MODERN DOUBLE LOCK DECOMP CHAMBER,NLD,Orders Awarded,Q1Q2
NATO,2014,Netherlands,INHAM HI SAFE SYSTEMS BV,438368.0,UPGRADE OF THE RSRP RADAR FSS,NLD,Orders Awarded,Q3Q4
NATO,2014,Netherlands,LV EQUIPMENT,1463000.0,MULTIPURPOSE TOOL AND ACCESSORIES,NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,NORDIC CAMP SUPPLY BV,550694058.39,FLIGHT LINE FUEL SERVICES,NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,NORDIC CAMP SUPPLY BV,550694058.39,FLIGHT LINE FUEL SERVICES,NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,NORDIC CAMP SUPPLY BV,550694058.39,FLIGHT LINE FUEL SERVICES (ANX A),NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,STAPLES EUROPE,252700.0,A4/A3 PAPER,NLD,Outline Agreement,Q3Q4
NATO,2014,Netherlands,SUPREME NL BV,400582.7,FOOD SERVICES 2014,NLD,Outline Agreement,Q1Q2
NATO,2014,Netherlands,SURCOM INTERNATIONAL BV,379649.83,SATELLITE COMMUNICATION CONTROL CENTRAL,NLD,Orders Awarded,Q1Q2
NATO,2014,Netherlands,THALES NEDERLAND,399000.0,PATRIOT ANTENNA ELEMENTS AND COMPONENTS,NLD,Outline Agreement,Q1Q2
NATO,2014,Netherlands,UNI BUSINESS CENTRE BV,408284.73,SPACIAL PRODUCT SUP. SA & UPD,NLD,Orders Awarded,Q1Q2
NATO,2014,Norway,ACTIVE BRANDS AS,2593500.0,SKI EQUIPMENT,NOR,Outline Agreement,Q3Q4
NATO,2014,Norway,ASTRIUM SERVICES ENTERPRISES AS,230554.17,SUPPLY OF COMMAND POST AUDIO INTEGRATION KITS,NOR,Orders Awarded,Q1Q2
NATO,2014,Norway,ASTRIUM SERVICES ENTERPRISES AS,293187.86,PROVISION OF MWR INTERNET SERVICES,NOR,Outline Agreement,Q1Q2
NATO,2014,Norway,CAMP SUPPLY INTERNATIONAL,2527000.0,SUPPLY OF KENNEL CONTAINERS AND SUPPORT PACKAGES,NOR,Outline Agreement,Q1Q2
NATO,2014,Norway,H.HENRIKSEN AS,2793000.0,REBS RAPID ENTERING & BOARDING SYSTEMS,NOR,Outline Agreement,Q3Q4
NATO,2014,Norway,HELI-ONE (NORWAY) AS,3052350.0,PUMP  ROTARY,NOR,Outline Agreement,Q3Q4
NATO,2014,Norway,NAMMO RAUFOSS A/S,226441.81,SUPPLY OF AMMUNITION,NOR,Orders Awarded,Q1Q2
NATO,2014,Norway,NAMMO RAUFOSS A/S,9275491.82,SUPPLY OF AMMUNITION,NOR,Outline Agreement,Q1Q2
NATO,2014,Norway,SCANDINAVIAN BUNKERING AS,268154.6,TCG KEMALREIS  PONTA DELGADO AZORES,NOR,Orders Awarded,Q3Q4
NATO,2014,Norway,VIDUM CONSULT & IT AS,2527000.0,VIDUM APPLICATION,NOR,Outline Agreement,Q1Q2
NATO,2014,Poland,CENZIN SP ZOO,408310.0,SUPPLY OF AMMUNITION,POL,Outline Agreement,Q1Q2
NATO,2014,Poland,IMS-GRIFFIN SP. Z O.O.,139699.21,RANGE FINDER LASER VECTOR IV,POL,Orders Awarded,Q1Q2
NATO,2014,Poland,IMS-GRIFFIN SP. Z O.O.,9679742.66,KIT  JIM LR FUSION  BINOCULAR  INFRARED,POL,Orders Awarded,Q3Q4
NATO,2014,Poland,PAGACZ I SYNOWIE SP ZOO,1858491.46,PROCUREMENT OF BATTERIES FOR SPIKE,POL,Outline Agreement,Q3Q4
NATO,2014,Portugal,EFACEC SERVICOS DE MANUTENCAO,344132.18,REPLACEMENT OF THE FSS OF 743-D RADAR,PRT,Orders Awarded,Q3Q4
NATO,2014,Portugal,EFACEC SERVICOS DE MANUTENCAO,490642.32,REPLACEMENT OF THE ACS OF 743-D RADAR,PRT,Orders Awarded,Q3Q4
NATO,2014,Portugal,OGMA,900410.0,C-130 INSPECTION/REPAIR SERVICES,PRT,Outline Agreement,Q1Q2
NATO,2014,Portugal,PARTYARD,175560.0,FORKLIFT VEHICLES,PRT,Orders Awarded,Q1Q2
NATO,2014,Portugal,PARTYARD LDA,133798.0,AIR DATA UNIT,PRT,Orders Awarded,Q3Q4
NATO,2014,Portugal,PARTYARD LDA,426399.33,INDUSTRIAL SIZED SHREDDERS,PRT,Orders Awarded,Q3Q4
NATO,2014,Romania,GEDVEC DEFENSE LOGISTICS SRL,13300000.0,NORTH SEA - BELGIUM - ALL PORTS,ROU,Outline Agreement,Q1Q2
NATO,2014,Romania,STIMPEX SA,605082.17,DINING FURNITURE,ROU,Orders Awarded,Q3Q4
NATO,2014,Slovakia,MSM MARTIN SRO,9389800.0,SUPPLY OF AMMUNITION,SVK,Outline Agreement,Q1Q2
NATO,2014,South Africa,BAE LAND SYSTEMS OMC,2660000.0,RG31 SPARE PARTS,ZAF,Outline Agreement,Q3Q4
NATO,2014,Spain,AEROSPACE ENGINEERING GROUP EUROPE,332500.0,C-130 INSPECTION/REPAIR SERVICES,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,AIRBUS HELICOPTERS,504294.77,HELICOPTERS PLATE ASSY KIT,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,AIRBUS HELICOPTERS,1077300.0,CYLINDER AND PISTON ASSEMBLY  LANDING GE,ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,AIRBUS HELICOPTERS,1822100.0,FAN CENTRIFUGAL,ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,AIRBUS HELICOPTERS,2607745.63,FAST ROPING SYSTEM,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,AIRBUS HELICOPTERS,7315000.0,SERVO CYLINDER,ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,AMPER PROGRAMAS DE ELECTRONICA,218139.95,SUPPORT RADIO RECEIVER,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EADS-CASA,183054.55,PLATE WEAR BRAKE SHOE,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EADS-CASA,192510.85,RING,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EADS-CASA,558682.46,RUBBER ROUND SECTION,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EPICOM SA,311220.0,ENCRYPTION-DECRYPTION EQUIPMENT,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EUROPAVIA ESPANA SA,265335.0,FILTER ELEMENT FLUID,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EXPAL SYSTEMS SA,150822.0,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EXPAL SYSTEMS SA,313902.61,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EXPAL SYSTEMS SA,355399.94,TRANSPORT,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EXPAL SYSTEMS SA,401394.0,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EXPAL SYSTEMS SA,643826.4,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EXPAL SYSTEMS SA,779853.48,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EXPAL SYSTEMS SA,893760.0,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,EXPAL SYSTEMS SA,1721315.26,DEMILITARIZATION,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,EXPAL SYSTEMS SA,2685429.6,SUPPLY OF AMMUNITION,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,GAUZON IBERICA SL,539813.75,DOUBLE LOCK DECOMPRESSION CHAMBER,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,GENERAL DYNAMICS EUROPEAN LAND SYST,1813993.65,ANTI-TANK GUIDE MISSILE SYSTEM,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,INDRA SISTEMAS SA,141648.99,ENGAGING DEVICE AIRCRAFT ARRESTING BARRI,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,INDRA SISTEMAS SA,4084082.87,MAINTENANCE,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,MARCO ENERGY SYSTEM SL,3059000.0,MOBILE GENERATORS,ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,MBDA ESPANA SL,1995000.0,ML-3 INSPECTION/REPAIR SERVICES,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,NAMMO PALENCIA SL,1330000.0,12 7X99MM LINKED 4 API/1 TRACER,ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,NAMMO PALENCIA SL,9310000.0,SUPPLY OF AMMUNITION,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,PARAFLY SA,166589.15,PILOT CHUTE,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,SDLE,232750.0,MILITARY VEHICLE SPARE PARTS,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,SUYFA,127680.0,MILITARY VEHICLE SPARE PARTS,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,SUYFA DEFENCE,345800.0,CONCERTINA BARBED WIRE AND ACCESSORIES,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,SUYFA DEFENCE S.L,598500.0,VEHICLE SPARE PARTS (PIRANHA),ESP,Outline Agreement,Q3Q4
NATO,2014,Spain,SUYFA DEFENCE SL,317125.2,TIRE PNEUMATIC VEHICULAR,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,TECHNIK CONSULTING ALVADE,207480.0,SIGHT THERMAL,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,TECHNIK COUNSULTING ALVADE S.L,19484500.0,NIGHT VISION DEVICE,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,THALES PROGRAMAS DE ELECTRONICA,2584356.25,PURCHASE OF PR4G SPARE PARTS,ESP,Orders Awarded,Q3Q4
NATO,2014,Spain,TOLDER CARPAS Y TOLDOS SL,445467.54,BUILDING PREFABRICATED READY-CUT,ESP,Orders Awarded,Q1Q2
NATO,2014,Spain,URO VEHICULOS ESPECIALES S.A,2327500.0,MILITARY VEHICLES SPARE PARTS,ESP,Outline Agreement,Q1Q2
NATO,2014,Spain,YUMA SA,617652.0,TENTS SPARE PARTS,ESP,Outline Agreement,Q1Q2
NATO,2014,Sweden,BAE SYSTEMS HÄGGLUNDS AB,4433332.89,SUPPLY OF RUBBER TRACKS FOR BV VEHICLES,SWE,Outline Agreement,Q1Q2
NATO,2014,Sweden,COBHAM ANTENNA SYSTEMS,190522.5,ROTARY JOINT,SWE,Orders Awarded,Q3Q4
NATO,2014,Sweden,COBHAM ANTENNA SYSTEMS,190522.5,ROTARY JOINT,SWE,Orders Awarded,Q3Q4
NATO,2014,Sweden,RECOTECH AB,142250.15,HAW WING LIFTING SYSTEM W40-17H-500,SWE,Orders Awarded,Q3Q4
NATO,2014,Sweden,SAAB DYNAMICS AB,108727.5,SUPPLY OF AMMUNITION,SWE,Orders Awarded,Q3Q4
NATO,2014,Sweden,SAAB DYNAMICS AB,3411112.18,SUPPLY OF AMMUNITION,SWE,Orders Awarded,Q3Q4
NATO,2014,Switzerland,VECTRONIX AG,211470.0,BINOCULAR,CHE,Orders Awarded,Q1Q2
NATO,2014,Turkey,DELTA SHIPPING AND TRADING,3325000.0,TRANSPORTATION SERVICES FROM/TO/WITHIN TUR,TUR,Outline Agreement,Q1Q2
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,118437.83,GREASE TRAPS RESTAURANTS,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,237891.78,ANZAC COVE REFURBISHMENT,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,362744.2,RUNWAY REPAIR,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,474625.13,WASTE WATER TREATMENT PLANT,TUR,Orders Awarded,Q1Q2
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,880579.7,RUNWAY REPAIR,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,1024471.07,FACILITIES MAINTENANCE,TUR,Outline Agreement,Q1Q2
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,1322288.66,RUNWAY REPAIR,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,1656995.13,PAVEMENT WORKS,TUR,Orders Awarded,Q3Q4
NATO,2014,Turkey,FEKA INSAAT SAN VE TIC AS,2841551.65,INTRUSION DETECTION SYSTEM PH2,TUR,Orders Awarded,Q1Q2
